id,nama_sekolah,alamat,kontak,nspn
23551,Sekolah Tinggi Ilmu Hukum Lubuk Sikaping,Jalan Prof M Yamin Sh No  01,-,10304899
23552,Sekolah Tinggi Ilmu Ekonomi Lubuk Sikaping,Prof M Yamin No 1,-,10304898
23553,STKIP Ydb Lubuk Alung,Pasar Mudik Nomor 91,-,10304901
23554,Akademi Pembangunan Pertanian,Raya Padang-Bkt Km 32 Jambak,-,10304900
23555,Stai Al Ikhlas Painan,Sago,-,10310836
23556,Sekolah Tinggi Ilmu Hukum Painan,Supersemar Painan,-,10304902
23557,Sekolah Tinggi Ilmu Ekonomi Pagaruyung,Cindua Mato No 52,-,10304906
23558,Sekolah Tinggi Ilmu Administrasi Pagaruyung,Cindua Mato No 52 Kampung Baru,-,10304905
23559,Akademi Teknik Adikarya,Pasar Inpres Balai Selasa,-,10304904
23560,Akademi Keperawatan Purna Bhakti Husada,Jl Dt Bandaro Kuning Kubu Rajo Lima Kaum,-,10304903
23561,STIPER Sawahlunto Sijunjung,H Agus Salim No 17 Muaro,-,10304907
23562,STIE Yappas Simpang Tiga Ophir,Simpang Tiga Ophir,-,10308187
23563,STKIP Ahlussunnah,Jalan Diponegoro No 8,-,10304918
23564,STISIP Pancasakti,Tengah Sawah No 44,-,10304917
23565,Sekolah Tinggi Ilmu Kesehatan Fort De Cock,Jalan Bangkaweh Nomor 15,-,10304916
23566,Sekolah Tinggi Ilmu Ekonomi H Agus Salim,Prof Bachder Djohan Madiangin,-,10304915
23567,AMIK Bukittinggi,Jenderal Sudirman No 24,-,10304914
23568,Akademi Pariwisata Paramitha,Veteran No 79 C Jirek - Simpang Tembok,-,10304913
23569,Akademi Keperawatan Yarsi Sumbar,Jl Tan Malaka Belakang Balok,-,10304912
23570,Akademi Kebidanan Prima Nusantara,Ujung Bukit Gurun Panjang,-,10304911
23571,Akademi Farmasi Dwi Frama,Prof Dr Hamka Lambau,-,10304910
23572,Akademi Bahasa Asing H Agus Salim Bukittinggi,Dr A Rivai No 11,-,10304909
23573,Akademi Akuntansi Bukittinggi,Jendral Soedirman No 24,-,10304908
23574,Universitas Tamansiswa,Tamansiswa No 9,-,10304969
23575,Universitas Putra Indonesia Yptk,Raya Lubuk Begalung,-,10304968
23576,Universitas Negeri Padang,Jalan Prof Dr Hamka Kampus Air Tawar,-,10304967
23577,Universitas Muhammadiyah Sumatera Barat,Pasir Kandang No 4 Padang,-,10304966
23578,Universitas Ekasakti,Jalan Veteran Dalam No 26 B,-,10304965
23579,Universitas Bung Hatta,Jalan Sumatera Ulak Karang,-,10304964
23580,Universitas Baiturrahmah,Raya By Pass Km 15 Air-Pacah,-,10304963
23581,Universitas Andalas,Kampus Limau Manis,-,10304962
23582,STMIK Jaya Nusa,Damar No 69 E Padang,-,10304961
23583,STMIK Indonesia,Khatib Sulaiman Dalam No 1,-,10304960
23584,STKIP PGRI Sumbar,Jenderal Sudirman No 1a,-,10304959
23585,STISIP Padang,Ar Hakim No 6,-,10304958
23586,STISIP Imam Bonjol,Koto Tinggi No 5 Padang,-,10304957
23587,STIKES Perintis,Padang,-,10304956
23588,STIKES Mercu Bakti Jaya Padang,Padang,-,10304955
23589,Sekolah Tinggi Teknik Industri Padang,Prof Dr Hamka No 121,-,10304954
23590,Sekolah Tinggi Ilmu Manajemen Sumbar,A Yani No 11-A,-,10304953
23591,Sekolah Tinggi Ilmu Kesehatan Ypak Padang,Jl Padang Sumbar,-,10304952
23592,Sekolah Tinggi Ilmu Kesehatan Indonesia Padang,Jl S Parman No 157,-,10304951
23593,Sekolah Tinggi Ilmu Kesehatan Alifah Padang,Jl.Dr.Wahidin No.1,-,10304950
23594,Sekolah Tinggi Ilmu Hukum Ypkmi,Ar Hakim No 6,-,10304949
23595,Sekolah Tinggi Ilmu Ekonomi Perdagangan,Dr Hamka 252,-,10304948
23596,Sekolah Tinggi Ilmu Ekonomi Perbankan Indonesia,Komp Pusdiklat Bank Nagari Jl By Pass Pegambiran,-,10304947
23597,Sekolah Tinggi Ilmu Ekonomi Kbp,Jalan Khatib Sulaiman No 61,-,10304946
23598,Sekolah Tinggi Ilmu Ekonomi Dharma Andalas,Perintis Kemerdekaan 77,-,10304945
23599,Sekolah Tinggi Ilmu Administrasi Lppn,Seberang Padang Selatan I No 13 15,-,10304944
23600,Sekolah Tinggi Ilmu Administrasi Adabiah,Jalan Perintis Kemerdekaan,-,10304943
23601,Sekolah Tinggi Farmasi Indonesia Perintis Padang,Jl Adinegoro Simpang Kalumpang Km 17 Lubuk Buaya,-,10304942
23602,Sekolah Tinggi Bahasa Asing Prayoga,Veteran No 8,-,10304941
23603,Politeknik Tri Dharma,Jhoni Anwar No 27 Lapai,-,10304940
23604,Politeknik Negeri Padang,Kampus Universitas Andalas Limau Manis,-,10304939
23605,Politeknik Kesehatan Siteba,Nanggalo,-,10304938
23606,Institut Teknologi Padang,Jalan Gajah Mada Kandis Nanggalo,-,10304937
23607,Institut Sains Dan Teknologi ISTPN,Jenderal Sudirman 19,-,10304936
23608,APIKES Iris,Gajah Mada No 23 Gunung Pangilun,-,10304935
23609,Akademi Sekretari Dan Manajemen Indonesia Padang,Ir H Juanda No 34 B-C,-,10304934
23610,Akademi Perpajakan Ypkm,Ar Hakim No 6,-,10304933
23611,Akademi Pariwisata Bunda,Ar Hakim No 57,-,10304932
23612,Akademi Maritim Sapta Samudra,Gaduang No 17 By Pass Km 17 Koto Panjang Padang,-,10304931
23613,Akademi Manajemen Informatika & Komputer Jaya Nusa,Damar No 69e Padang,-,10304930
23614,Akademi Koperasi Sumbar,Padang,-,10304929
23615,Akademi Keuangan Dan Perbankan Padang,Jalan Khatib Sulaiman,-,10304928
23616,Akademi Kebidanan Ranah Minang,Jl. Parak Gadang No 35b,-,10304927
23617,Akademi Kebidanan Puteri Andalas,Jalan S Parman 144 Ulak Karang,-,10304926
23618,Akademi Kebidanan Lenggogeni,Purus Ii No 1 Padang,-,10304925
23619,Akademi Kebidanan Dharma Landbouw,Jalan Ujung Gurun No 91 F,-,10304924
23620,Akademi Kebidanan Alifah,Komp Rs Dr Reksodiwiryo Jl Drwahidin No 1,-,10304923
23621,Akademi Ilmu Komunikasi Padang,Jend Sudirman No 18,-,10304922
23622,Akademi Farmasi Ranah Minang,Parak Gadang No 35 B,-,10304921
23623,Akademi Bahasa Asing Alaska,Khatib Sulaiman No 17,-,10304920
23624,Akademi Akuntansi Indonesia,Jalan Veteran Dalam No 26b,-,10304919
23625,Sekolah Tinggi Seni Indonesia,Jalan Bundo Kandung No 35,-,10304971
23626,Akademi Keperawatan Nabila,Jalan Jenderal Sudirman 292,-,10304970
23627,Universitas Mahaputra M Yamin,Jalan Raya Koto Baru No7,-,10304974
23628,Akademi Manajemen Informatika Dan Komputer Kosgoro,Rsdk No 340,-,10304973
23629,Akademi Keperawatan Yptk Solok,Jl Dr Ak Gani Gurun Bagan Vi Suku,-,10304972
23630,STKIP Abdi Pendidikan,Pacuan Kelurahan Kubu Gadang,-,10304977
23631,Sekolah Tinggi Teknologi Payakumbuh,Khatib Sulaiman,-,10304976
23632,Politeknik Pertanian Negeri Payakumbuh,Jl Raya Tanjung Pati Km 7 Kabupaten Limapuluh Kota,-,10304975
23633,STIKES Piala Sakti Pariaman,Pariaman,-,10304982
23634,STIA Bina Nusantara Mandiri,Pahlawan No 52 Pariaman,-,10304981
23635,Sekolah Tinggi Ilmu Ekonomi Sumbar,Dr M Jamil No 29,-,10304980
23636,AMIK Dt Perpatih Nan Sabatang,Jend Sudirman No 198,-,10304979
23637,Akademi Kebidanan Bina Nusantara Mandiri,Jl Pahlawan No 52 A,-,10304978
23638,Politeknik Sekayu,Jl. Kol. Wahid Udin Komp. Blk,-,10644858
23639,Sekolah Tinggi Ilmu Hukum Rahmaniyah,Merdeka No 531 Sekayu,-,10605917
23640,Sekolah Tinggi Ilmu Ekonomi Rahmaniyah,Merdeka No 531 Sekayu,-,10605916
23641,Universitas Islam Oki (Uniski),Jl. Letnan Muchtar Saleh,-,10646067
23642,Akademi Perikanan Wachyuni Mandira,Infra Modul Ii Jalur 75,-,10605918
23643,Universitas Baturaja,Jln. Karang Sari Tanjung Baru Baturaja,-,10605923
23644,Sekolah Tinggi Ilmu Kesehatan Al Maarif Baturaja,Jn. Dr Moh. Hatta No. 687-B Sukaraya Baturaja,-,10605922
23645,Sekolah Tinggi Ilmu Ekonomi Dwisakti Baturaja,Jln. Let R. Hamidi No. 285-288 Kemalaraja Baturaja,-,10605921
23646,AMIK Akmi Baturaja,Jln. A Yani No 0267a Tanjung Baru Baturaja,-,10605920
23647,AKPER Depkes Baturaja,Jln. Imam Bonjol Kec. Baturaja Timur,-,10644887
23648,Sekolah Tinggi Agama Islam Baturaja,Jln. Bll Kulon Kel. Kemalaraja Baturaja,-,10644885
23649,Sekolah Tinggi Ilmu Teknik Serasan,H. Pangeran Danal,-,10605926
23650,Sekolah Tinggi Ilmu Hukum Serasan Muara Enim,H. Pangeran Danal,-,10605925
23651,Sekolah Tinggi Ilmu Ekonomi Serasan Muara Enim,H Pangeran Danal Kel Muara Enim,-,10605924
23652,STKIP Sera,Serma Jamis Sd Persit Kartika Jaya,-,10605929
23653,Sekolah Tinggi Teknologi Tiara,Perumahan Tiara Indah No 11,-,10605928
23654,Sekolah Tinggi Ilmu Ekonomi Serelo,Ribang Kemambang Kel Bandar Agung,-,10605927
23655,Universitas Sriwijaya,Jl. Lintas Timur Km. 33,-,10644923
23656,STMIK-Poltek Muaradua,Jl Raya Ranau,-,10610321
23657,STIE Trisna Negara,Gumawang,-,10644898
23658,Politeknik Yppb Belitang,Wonorejo,-,10644897
23659,STIPER,Gumawang,-,10644896
23660,STKIP Nurul Huda Sukaraja,Sukaraja,-,10644895
23661,STIT  Gumawang,Gumawang,-,10644894
23662,Universitas Tridinanti,Kapten Marzuki No 2446 Kamboja,-,10606002
23663,Universitas Tamansiswa,Tamansiswa Nomor 261,-,10606001
23664,Universitas Sriwijaya,Jl Raya Palembang Prabumulih Inderalaya Ogan Komering Ilir,-,10605998
23665,Universitas Sjakhyakirti,Sultan Muh Mansyur Kb Gede 32 Ilir,-,10605997
23666,Universitas PGRI Palembang,A Yani Lrg Gotong Royong 9/10 Ulu Darat,-,10605996
23667,Universitas Palembang,Dharmapala No 1 A Bukit Besar Palembang,-,10605995
23668,Universitas Muhammadiyah Palembang,Jend A Yani 13 Ulu,-,10605994
23669,Universitas Kader Bangsa,Jend Sudirman No 1077,-,10605993
23670,Universitas Iba,Mayor Ruslan,-,10605992
23671,Universitas Bina Darma,Jenderal Ahmad Yani No 3 Plaju,-,10605991
23672,STMIK Palcomtech,Jl Jendral Sudirman Km 3 No 3007,-,10605990
23673,STMIK Indo Global Mandiri,Jend Sudirman No 629,-,10605989
23674,STMIK Global Informatika Mdp,Rajawali No 14,-,10605988
23675,STISIPOL Candradimuka,Swadaya Sekip Ujung 20 Ilir Ii,-,10605987
23676,STIPSI Widya Dharma,Jl Kol H Burlian No 7 Km 6,116000,10605986
23677,STIPSI Abdi Nusa,Veteran No 1,-,10605985
23678,STIKES Pembina Palembang,Jl. Bambang Utoyo N0. 179,-,10605984
23679,STIKES Muhammadiyah Palembang,Silaberanti 8 Ulu Kompleks Stikes Muhammadiyah,-,10605983
23680,STIKESMAS Widya Dharma Palembang,Kol H Burlian No 7 Km,116000,10605982
23681,STIKESMAS Nusantara,Insp Marzuki No 124 Siring Agung Pakjo,-,10605981
23682,STIKESMAS Abdi Nusa,Res A Rozak No 3-6 Phdm I Tembusan Patal Pusri-Palembang,-,10605980
23683,STIE Sultan Mahmud Badaruddin,Letjen Alamsyah Rp No 9 Polygon,-,10605979
23684,STIA & Pemerintahan Annisa Dwi Salfarizi,Merdeka No 25 Gedung Ppkp Lt Iii,-,10605978
23685,Sekolah Tinggi Teknologi Palembang,Bukit Kenten No 16,-,10605977
23686,Sekolah Tinggi Teknik Musi,Bangau No 60 Kec Ilir Timur Ii,-,10605976
23687,Sekolah Tinggi Ilmu Pertanian Sriwigama,Demang V Demang Lebar Daun Pakjo,-,10605975
23688,Sekolah Tinggi Ilmu Manajemen Amkop,Letnan Murod No 55 Km 5 Talang Ratu Palembang,-,10605974
23689,Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Jl Demang Lebar Daun Pakjo,-,10605973
23690,Sekolah Tinggi Ilmu Kesehatan Perdhaki Charitas,Jl Kol Burlian Lrg Suka Senang Km 7,-,10605972
23691,Sekolah Tinggi Ilmu Kesehatan Bina Husada,Syech Abdul Somad No 28 Kelurahan 22 Ilir Rt 07 Rw 03,-,10605971
23692,Sekolah Tinggi Ilmu Hukum Sumpah Pemuda,Sukabangun Ii Km 6,116000,10605970
23693,Sekolah Tinggi Ilmu Farmasi Bhakti Pertiwi,Kh Wahid Hasyim 158,-,10605969
23694,Sekolah Tinggi Ilmu Ekonomi Musi,Bangau No 60 Palembang,-,10605968
23695,Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama,Jend A Yani No 19,-,10605967
23696,Sekolah Tinggi Ilmu Ekonomi Bina Warga,Bina Warga No 252,-,10605966
23697,Sekolah Tinggi Ilmu Ekonomi Aprin,Baladewa Padang Selasa Rt 17 Rw 6 No 1295,-,10605965
23698,Sekolah Tinggi Ilmu Ekonomi Abdi Nusa,Re Martadinata No 1115a,-,10605964
23699,Sekolah Tinggi Ilmu Administrasi Satya Negara,Bambang Utoyo No 120 A,-,10605963
23700,Sekolah Tinggi Bahasa Asing Widya Dharma Palembang,Kol H Burlian No 7 Km 6,116000,10605962
23701,Sekolah Tinggi Bahasa Asing Methodist,Jenderal Sudirman Km 3,116000,10605961
23702,Politeknik Palembang Darusalam,Rambutan No 06 Palembang,-,10605960
23703,Politeknik Palcomtech,Alamat Jend Sudirman Km 3,-,10605959
23704,Politeknik Negeri Sriwijaya,Jl Srijaya Negara Bukit Besar,-,10605958
23705,Politeknik Ilmu Pelayaran Palembang,Swadaya Kampus Stisipol Chandradimuka Basuki Rahmat,-,10605957
23706,Politeknik Anika Palembang,Dr Wahidin No 6 Tl Semut Palembang,-,10605956
23707,Politeknik Akamigas Palembang,Komp Ilir Barat Permai D/61-62,-,10605955
23708,AMIK Sigma,Jend Sudirman No 69 Komplek Yanitas,-,10605954
23709,AMIK Bina Warga,Bina Warga No 525,-,10605953
23710,Akd Teknik Radiodiag. Dan Radioterapi Widya Dharma,Kol H Burlian No 7 Km 6,116000,10605952
23711,Akademi Sekretari Dan Manajemen Sriwijaya,Letnan Murod No 35 Km 5 Talang Ratu,-,10605951
23712,Akademi Sains Dan Teknologi Pembangunan,Jend Sudirman No 639 Km 4,116000,10605950
23713,Akademi Pariwisata Widya Dharma,Kol H Burlian No 7 Km 65,-,10605949
23714,Akademi Maritim Bina Bahari,Letnan Murod No 35 Talang Ratu Km 5,-,10605948
23715,Akademi Manajemen Informatika Dan Komputer Mdp,Rajawali No 14,-,10605947
23716,Akademi Keuangan Dan Bank Mulia Darma Pratama,A Yani No 19 Plaju,-,10605946
23717,Akademi Keperawatan Mitra Adiguna,Komplek Kenten Permai Blok J No 9-12 Bukit Sangkal,-,10605945
23718,Akademi Kebidanan Wahana Husada Bandar Jaya,Palembang,-,10605944
23719,Akademi Kebidanan Rizki Patya,Jl Perumnas Sako No 245 Kel Sialang,-,10605943
23720,Akademi Kebidanan Persada Palembang,Jl Pangeran Ayin Simpang Blk Sukamaju Kenten,-,10605942
23721,Akademi Kebidanan Nusantara,Jl Insp Marzuki No 124 Siring Agung Pakjo,-,10605941
23722,Akademi Kebidanan Mitra Adiguna,Komplek Kenten Permai Blok J No 9-12,-,10605940
23723,Akademi Kebidanan Heppy Zal,Tangga Takat No 1,-,10605939
23724,Akademi Kebidanan Budi Mulia,Letnan Murod No 35 Talang Ratu Km 5,-,10605938
23725,Akademi Kebidanan Al-Suaibah,Jl Sukabangun I Rt,116000,10605937
23726,Akademi Kebidanan Aisyiyah,Kol H Burlian No 1032,-,10605936
23727,Akademi Kebidanan Abdurahman,Palembang,-,10605935
23728,Akademi Bahasa Asing Bina Insan Indonesia,Mayor Ruslan No 3,-,10605934
23729,Akademi Analis Kesehatan Widya Dharma,Kol H Burlian N0 7 Km 6,116000,10605933
23730,Akademi Akuntansi Unggulan Smb,Palembang,-,10605932
23731,Akademi Akuntansi Sjakhyakirti,Sultan Muhammad Mansyur 32 Ilir,-,10605931
23732,Akademi Akuntansi Dan Manajemen Pembangunan,Jend Sudirman No 369 Km 4,116000,10605930
23733,STMIK Musi Rawas,Yos Sudarso No 141 Watervang,-,10606008
23734,STKIP PGRI Lubuk Linggau,Mayor Toha Tabapingin,-,10606007
23735,Sekolah Tinggi Ilmu Pertanian Bumi Silampari,Garuda No 58,-,10606006
23736,Sekolah Tinggi Ilmu Kesehatan Fitrah Aldar,Kesehatan 37 (Belakang Rsud),-,10606005
23737,Sekolah Tinggi Ilmu Ekonomi Musi Rawas,Watervang No 91 Watervang,-,10606004
23738,AMIK Bina Persada,Aaaaaaaaaaaa,-,10606003
23739,Sekolah Tinggi Ilmu Ekonomi Prabumulih,Durian No 412 Komperta,-,10606009
23740,STKIP Muhammadiyah Pagaralam,Kombes H Umar No 1123 Kel Kauman Pagaralam Selatan,-,10606016
23741,Sekolah Tinggi Teknologi Pagaralam,Jl Masik Siagim No 01 Simpang Mbacang,-,10606015
23742,Sekolah Tinggi Ilmu Ekonomi Lembah Dempo,H Sidik Adim No 98 Air Laga Pagar Gading,-,10606014
23743,AMIK Lembah Dempo,H Sidik Adim No 98 Air Laga Pagar Gading,-,10606013
23744,Sekolah Tinggi Teknologi Sinar Husni,Jl Veteran Gang Utama No 19 Pasar V Kecamatan Helvetia,-,10215259
23745,Sekolah Tinggi Ilmu Kesehatan Medistra,Jalan Sudirman No 38,-,10215258
23746,Sekolah Tinggi Ilmu Kesehatan Deli Husada,Besar No 77 Delitua,-,10215257
23747,AMIK M B Polyteknik,Jamin Ginting No 285-287,-,10215256
23748,Akademi Teknik Deli Serdang,Jalan Pagar Merbau Iii Gedung Atds,-,10215255
23749,Akademi Kebidanan Harapan Mama Deli Serdang,Medan Batanghari Km 14,70100,10215254
23750,Akademi Kebidanan Bina Husada,Prof Hm  Yamin, No 1a,10215253
23751,Akademi Keperawatan Putra Abadi Langkat,R Suprapto No 10,-,10215262
23752,Akademi Kebidanan Putra Abadi Langkat,R Suprapto No 10 Stabat,-,10215261
23753,Akademi Kebidanan Langkat,T Putra Azis No 2 Stabat,-,10215260
23754,Universitas Karo,Jl Letjen Djamin Ginting No 41,-,10215264
23755,Akademi Kebidanan Arta Kabanjahe,Jl.Jamin Ginting No 27 Kabanjahe,-,10215263
23756,Universitas Asahan,Jalan Ahmad Yani,-,10215270
23757,Sekolah Tinggi Ilmu Hukum Muhammadiyah Kisaran,Jl Madong Lubis No 8 Mutiara,-,10215269
23758,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kisaran,Jalan Madong Lubis No 8 Kelurahan  Selawan Kisaran,-,10215268
23759,AMIK Intelcom Global Indo Kisaran,Cokroaminoto No 127,-,10215267
23760,AKPER Gita Matura Abadi Kisaran,Kisaran,-,10215266
23761,Akademi Manajemen Informatika & Komputer Royal,Imam Bonjol No 179 Kisaran,-,10215265
23762,Akademi Kebidanan Ika Bina Labuhan Batu,Labuhan Batu,-,10215271
23763,Akademi Keperawatan Pemkab Tapanuli Utara,Agus Salim No 2,-,10215272
23764,Sekolah Tinggi Ilmu Ekonomi Pembangunan,Jalan Yos Sudarso No 145,-,10215274
23765,IKIP Gunung Sitoli,Jl Yos Sudarso No 118/E-S,-,10215273
23766,Akademik Kebidanan Armina Centre Panyabungan,Jalan William Iskandar 176,-,10215275
23767,Politeknik Informatika Del Toba Samosir,Sisingamangaraja Sitoluama,-,10215276
23768,Universitas Dharma Agung Mazo,Desa Mazo,-,10260793
23769,STT Setia Hilinamazihono,Hilinamazihono,-,10260792
23770,Universitas Terbuka,Pasar Teluk Dalam,-,10260791
23771,STT Emanuel,Pasar Teluk Dalam,-,10260790
23772,STIE Nias Selatan,Jl. Nari-Nari No.-,-,10260788
23773,StIKIP Nias Selatan,Jl. Nari-Nari No.-,-,10260787
23774,STIE Pemnas Gunung Sitoli,Jl. Nari-Nari No.-,-,10260786
23775,IKIP Gunung Sitoli,Jl. Nari-Nari No.-,-,10260785
23776,Universitas Islam Labuhan Batu,Jalan Padangbulan No 110,-,10215283
23777,STKIP Labuhan Batu,Jalan Singamangaraja 126a,-,10215282
23778,Sekolah Tinggi Ilmu Pertanian Labuhan Batu,Jalan Singamangaraja 126a,-,10215281
23779,Sekolah Tinggi Ilmu Hukum Labuhan Batu,Jalan Singamangaraja 126a,-,10215280
23780,Sekolah Tinggi Ilmu Ekonomi Labuhan Batu,Jalan Singamangaraja 126a,-,10215279
23781,AMIK Labuhan Batu,Sm Raja No 126 A Km 3,71900,10215278
23782,Akademi Kebidanan Kesehatan Baru,Humbang,-,10215277
23783,Universitas Tri Karya,Jl Brig Jend H A Manaf Lbs 58,-,10215424
23784,Universitas Sumatera Utara,Jalan Dr Mansyur No 1 Kampus Usu,-,10215423
23785,Universitas Sisingamangaraja Xii,Jl Perintis Kemerdekaan No 9,-,10215422
23786,Universitas Prima Indonesia,Medan,-,10215421
23787,Universitas Pembinaan Masyarakat Indonesia,Jalan Teladan No 15,-,10215420
23788,Universitas Pembangunan Panca Budi,Jl Jend Gatot Subroto Km 4,76000,10215419
23789,Universitas Negeri Medan,Jalan Willem Iskandar Pasar V Medan Estate,-,10215418
23790,Universitas Muslim Nusantara Al-Wasliyah,Jalan Garu Ii No 2 Dan No 93,-,10215417
23791,Universitas Muhammadiyah Sumatera Utara,Jalan Gedung Arca No 53 Kapt Muktar Basri No 3,-,10215416
23792,Universitas Methodist Indonesia,Jalan Hang Tuah No 8,-,10215415
23793,Universitas Medan Area,Jalan Kolam No 1 Medan Estate,-,10215414
23794,Universitas Katolik Santo Thomas,Jalan Setia Budi Nomor 479 F Tanjung Sari,-,10215413
23795,Universitas Islam Sumatera Utara,Jalan Sisingamangaraja,-,10215412
23796,Universitas Hkbp Nommensen,Jalan Sutomo No 4-A,-,10215411
23797,Universitas Dharma Wangsa,Jalan Yos Sudarso No 224,-,10215410
23798,Universitas Darma Agung,Jalan Dr Td Pardede No 21,-,10215409
23799,Universitas Cut Nyak Dhien,Jalan Jambi No 59,-,10215408
23800,Universitas Amir Hamzah,Jalan Pancing Pasar V Barat Medan Estate,-,10215407
23801,Universitas Alwashliyah,Jalan Sisingamangaraja Km 5,76000,10215406
23802,Universitas Al-Azhar,Jalan Pintu Air Iv,-,10215405
23803,STMIK Time,Merbabu No 32 Aa/Bb,-,10215404
23804,STMIK Tafe Medan,Jalan Asia No 264-M,-,10215403
23805,STMIK Sisingamangaraja Xii,Jalan Urip No 9,-,10215402
23806,STMIK Potensi Utama,K L Yos Sudarso No76-G,-,10215401
23807,STMIK Mikroskil,Jalan Thamrin 124/140,-,10215400
23808,STMIK Medan Putri,Gaharu/Timor Ujung,-,10215399
23809,STMIK Logika,K L Yos Sudarso No 374-C,-,10215398
23810,STMIK Ibbi,Sei Deli No 18,-,10215397
23811,STMIK Budi Darma,Jl Letjen Jamin Ginting 583,-,10215396
23812,STKIP Teladan Medan,Jalan Setia Budi No 65a-B Tanjung Rejo,-,10215395
23813,STKIP Riama,Jalan Tritura No 6 Marendal,-,10215394
23814,STIPER Agrobisnis Perkebunan,Willem Iskandar Sampali Medan Estate Po Box 1329,-,10215393
23815,STIE International Business Management Indonesia,Perniagaan Baru,-,10215392
23816,STIE Akuntansi Dan Bisnis Internasional,Medan,-,10215391
23817,Sekolah Tinggi Teknologi Immanuel,Jalan Gatot Subroto No 325,-,10215390
23818,Sekolah Tinggi Teknologi Harapan,Jalan Imam Bonjol No 35,-,10215389
23819,Sekolah Tinggi Teknik Poliprofesi,Sunggal No 62b,-,10215388
23820,Sekolah Tinggi Teknik Iskandar Thani,Medan,-,10215387
23821,Sekolah Tinggi Teknik Industri Glugur,Jalan Kapten Muslim No 92,-,10215386
23822,Sekolah Tinggi Teknik Graha Kirana,Jalan Kirana Raya No 20 - 22,-,10215385
23823,Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna,Jalan Aluminium No 77 Tanjung Mulia,-,10215384
23824,Sekolah Tinggi Kelautan Dan Perikanan Indonesia,Jalan Tirta Deli No 1,-,10215383
23825,Sekolah Tinggi Ilmu Manajemen Sukma,Jalan Singamangaraja 92a,-,10215382
23826,Sekolah Tinggi Ilmu Manajemen Medan,Jalan Bromo No 35 Medan,-,10215381
23827,Sekolah Tinggi Ilmu Komunikasi Pembangunan,Jalan Sisingamangaraja No 84,-,10215380
23828,Sekolah Tinggi Ilmu Komunikasi Medan,Jalan Menteng Vii Gg Swasembad,-,10215379
23829,Sekolah Tinggi Ilmu Komputer Universal Medan,Jl. Gajah Mada No. 31,-,10215378
23830,Sekolah Tinggi Ilmu Kesehatan Sumatera Utara,Bunga Ncole Kec Medan,-,10215377
23831,Sekolah Tinggi Ilmu Kesehatan Mutiara Indonesia,Jalan Kapten Muslim No 79,-,10215376
23832,Sekolah Tinggi Ilmu Kesehatan Helvetia,Kapten Sumarsono No 107,-,10215375
23833,Sekolah Tinggi Ilmu Kesehatan Binalita Sudama,Gedung Pbsi/Pancing,-,10215374
23834,Sekolah Tinggi Ilmu Hukum Swadaya,Jl Raya Medan Tenggara 175-A,-,10215373
23835,Sekolah Tinggi Ilmu Hukum Graha Kirana,Jalan Kirana Raya No 20-22,-,10215372
23836,Sekolah Tinggi Ilmu Hukum Al-Hikmah,Jl Mesjid No 1 Medan Estate,-,10215371
23837,Sekolah Tinggi Ilmu Ekonomi Tricom,Uniplaza Building West Tower Lt 3 Jl.Mt Haryono No A-1,-,10215370
23838,Sekolah Tinggi Ilmu Ekonomi Taman Harapan,Jalan Teuku Cik Di Tiro No 110,-,10215369
23839,Sekolah Tinggi Ilmu Ekonomi Swadaya,Jl Raya Medan Tenggara 175-A,-,10215368
23840,Sekolah Tinggi Ilmu Ekonomi Riama,Jalan Tritura No 6 Medan,-,10215367
23841,Sekolah Tinggi Ilmu Ekonomi Nusa Bangsa,Jalan Sei Serayu No 80,-,10215366
23842,Sekolah Tinggi Ilmu Ekonomi L M Immanuel Indonesia,Jalan Mt Haryono A1,-,10215365
23843,Sekolah Tinggi Ilmu Ekonomi Itmi,Jalan Timah Putih Blok G 15-17 Kompleks Asia Mega Mas,-,10215364
